tjid,fgId,MLBAMID,espnId,NameASCII,C,1B,2B,SS,3B,OF,Util,SP,RP
edwardolivares,19698,658668,36463,Edward Olivares,False,False,False,False,False,True,True,False,False
tylergentry,27784,694355,4414108,Tyler Gentry,False,False,False,False,False,True,True,False,False
colecarrigg,sa3022596,,5149102,Cole Carrigg,False,False,False,False,False,True,True,False,False
cooperhummel,19458,669450,41626,Cooper Hummel,False,False,False,False,False,True,True,False,False
bengamel,12160,592325,31824,Ben Gamel,False,False,False,False,False,True,True,False,False
bennymontgomery,sa3017169,,4872657,Benny Montgomery,False,False,False,False,False,True,True,False,False
rafaelortega,10323,542364,31833,Rafael Ortega,False,False,False,False,False,True,True,False,False
justicebigbie,sa3016971,,5017024,Justice Bigbie,False,False,False,False,False,True,True,False,False
colinbarber,sa3010696,,4717802,Colin Barber,False,False,False,False,False,True,True,False,False
judfabian,sa3019942,,4414207,Jud Fabian,False,False,False,False,False,True,True,False,False
chasedavis,sa3022426,690971,4683374,Chase Davis,False,False,False,False,False,True,True,False,False
reedtrimble,sa3017180,,4644739,Reed Trimble,False,False,False,False,False,True,True,False,False
eddyalvarez,16959,657193,36474,Eddy Alvarez,False,False,False,False,False,True,True,False,False
rafaelmorel,sa3009534,,42501,Rafael Morel,False,False,False,False,False,True,True,False,False
anthonygarcia,sa3059268,,4917912,Anthony Garcia,False,False,False,False,False,True,True,False,False
brockjones,sa3020190,,4837415,Brock Jones,False,False,False,False,False,True,True,False,False
eloyjimenez,17484,650391,33867,Eloy Jimenez,False,False,False,False,False,True,True,False,False
jacobhurtubise,27599,674441,4087123,Jacob Hurtubise,False,False,False,False,False,True,True,False,False
jordynadams,23788,677941,41200,Jordyn Adams,False,False,False,False,False,True,True,False,False
gregallen,16623,656185,34187,Greg Allen,False,False,False,False,False,True,True,False,False
drewavans,25183,682183,3254447,Drew Avans,False,False,False,False,False,True,True,False,False
nelsonvelazquez,23359,676369,41047,Nelson Velazquez,False,False,False,False,False,True,True,False,False
yopheryrodriguez,sa3021083,,5150963,Yophery Rodriguez,False,False,False,False,False,True,True,False,False
pabloreyes,16357,622569,35439,Pablo Reyes,False,False,False,False,False,True,True,False,False
esmilvalencia,sa3021082,,5150961,Esmil Valencia,False,False,False,False,False,True,True,False,False
gianzapata,sa3021079,,5150957,Gian Zapata,False,False,False,False,False,True,True,False,False
adolfosanchez,sa3023709,,5196117,Adolfo Sanchez,False,False,False,False,False,True,True,False,False
luisgonzalez,sa550522,,4917644,Luis Gonzalez,False,False,False,False,False,True,True,False,False
paulinosantana,sa3023718,,5196125,Paulino Santana,False,False,False,False,False,True,True,False,False
adrielradney,sa3023886,,5196147,Adriel Radney,False,False,False,False,False,True,True,False,False
robertarias,sa3024304,,5196149,Robert Arias,False,False,False,False,False,True,True,False,False
druwjones,sa3020676,,5080631,Druw Jones,False,False,False,False,False,True,True,False,False
victorhurtado,sa3023888,,5196154,Victor Hurtado,False,False,False,False,False,True,True,False,False
elijahgreen,sa3032653,,5080635,Elijah Green,False,False,False,False,False,True,True,False,False
leonardopineda,sa3023721,,5196158,Leonardo Pineda,False,False,False,False,False,True,True,False,False
cristhianvaquero,sa3018403,,5124110,Cristhian Vaquero,False,False,False,False,False,True,True,False,False
yassermercedes,sa3019557,,5124099,Yasser Mercedes,False,False,False,False,False,True,True,False,False
alexanderramirez,sa3008757,,4917817,Alexander Ramirez,False,False,False,False,False,True,True,False,False
edwardlantigua,sa3024476,,5196169,Edward Lantigua,False,False,False,False,False,True,True,False,False
justinboyd,sa3020123,,4635325,Justin Boyd,False,False,False,False,False,True,True,False,False
eduardobeltre,sa3024928,,5196173,Eduardo Beltre,False,False,False,False,False,True,True,False,False
chrisroller,23557,676896,41642,Chris Roller,False,False,False,False,False,True,True,False,False
raynerarias,sa3021076,,5150954,Rayner Arias,False,False,False,False,False,True,True,False,False
jamestibbsiii,sa3025333,,4925860,James Tibbs III,False,False,False,False,False,True,True,False,False
luiscova,sa3023723,,5196213,Luis Cova,False,False,False,False,False,True,True,False,False
franciscovilorio,sa3023893,,5196214,Francisco Vilorio,False,False,False,False,False,True,True,False,False
robertcalaz,sa3021078,,5150966,Robert Calaz,False,False,False,False,False,True,True,False,False
stivenmartinez,sa3024627,,5196217,Stiven Martinez,False,False,False,False,False,True,True,False,False
andresarias,sa3025145,,5196218,Andres Arias,False,False,False,False,False,True,True,False,False
jonnyfarmelo,sa3023362,,5149081,Jonny Farmelo,False,False,False,False,False,True,True,False,False
aidansmith,sa3022611,806223,5149092,Aidan Smith,False,False,False,False,False,True,True,False,False
kendallgeorge,sa3022660,,5149110,Kendall George,False,False,False,False,False,True,True,False,False
pjmorlando,sa3025199,,5218348,PJ Morlando,False,False,False,False,False,True,True,False,False
luisguanipa,sa3020884,,5150962,Luis Guanipa,False,False,False,False,False,True,True,False,False
braylonpayne,sa3025647,,5218354,Braylon Payne,False,False,False,False,False,True,True,False,False
brailerguerrero,sa3021072,,5150951,Brailer Guerrero,False,False,False,False,False,True,True,False,False
theogillen,sa3025565,,5218298,Theo Gillen,False,False,False,False,False,True,True,False,False
dillonhead,sa3022753,,5149066,Dillon Head,False,False,False,False,False,True,True,False,False
arnaldolantigua,sa3021084,,5150964,Arnaldo Lantigua,False,False,False,False,False,True,True,False,False
vancehoneycutt,sa3025526,,4949081,Vance Honeycutt,False,False,False,False,False,True,True,False,False
travisblankenhorn,18395,663905,40427,Travis Blankenhorn,False,False,False,False,False,True,True,False,False
dantenori,sa3025411,,5218350,Dante Nori,False,False,False,False,False,True,True,False,False
brandomayea,sa3020679,,5150948,Brando Mayea,False,False,False,False,False,True,True,False,False
sladecaldwell,sa3066460,,5218295,Slade Caldwell,False,False,False,False,False,True,True,False,False
zyhirhope,sa3022703,,5204650,Zyhir Hope,False,False,False,False,False,True,True,False,False
mikesirota,sa3042374,,4956819,Mike Sirota,False,False,False,False,False,True,True,False,False
ethanconrad,sa3029266,,5276362,Ethan Conrad,False,False,False,False,False,True,True,False,False
camcannarella,sa3028360,,5129285,Cam Cannarella,False,False,False,False,False,True,True,False,False
brendansummerhill,sa3043325,,5140852,Brendan Summerhill,False,False,False,False,False,True,True,False,False
jacelaviolette,sa3036058,,5129010,Jace LaViolette,False,False,False,False,False,True,True,False,False
charlesdavalan,sa3029860,,5199167,Charles Davalan,False,False,False,False,False,True,True,False,False
edwardflorentino,sa3023944,,5296638,Edward Florentino,False,False,False,False,False,True,True,False,False
nategeorge,sa3067128,,5303972,Nate George,False,False,False,False,False,True,True,False,False
nickmartini,12005,605361,36497,Nick Martini,False,False,False,False,False,True,True,False,False
taipeete,sa3022966,,5149107,Tai Peete,False,False,False,False,False,True,True,False,False
andrewsalas,sa3067045,,5282180,Andrew Salas,False,False,False,False,False,True,True,False,False
calconley,sa3017080,,4838352,Cal Conley,False,False,True,True,False,False,True,False,False
yonnyhernandez,19432,,37742,Yonny Hernandez,False,False,True,True,False,False,True,False,False
jacepeterson,12325,607054,32323,Jace Peterson,False,False,False,True,False,False,True,False,False
livansoto,22471,670869,40988,Livan Soto,False,False,True,True,False,False,True,False,False
yordysvaldes,sa3010037,,4722850,Yordys Valdes,False,False,True,True,False,False,True,False,False
lukewaddell,sa3017075,,4315289,Luke Waddell,False,False,True,True,False,False,True,False,False
fernandocruz1,sa3024303,815890,5196126,Fernando Cruz,False,False,True,True,False,False,True,False,False
griffoferrall,sa3025409,,5007720,Griff O'Ferrall,False,False,True,True,False,False,True,False,False
tatesouthisene,sa3069150,,5293161,Tate Southisene,False,False,True,True,False,False,True,False,False
gavinkilen,sa3035353,,5128254,Gavin Kilen,False,False,True,True,False,False,True,False,False
jonathanornelas,24597,680716,41339,Jonathan Ornelas,False,False,False,True,False,False,True,False,False
nickahmed,12147,605113,32355,Nick Ahmed,False,False,False,True,False,False,True,False,False
cristianhernandez,sa3015696,,4917689,Cristian Hernandez,False,False,False,True,False,False,True,False,False
aeversonarteaga,sa3014707,,4919923,Aeverson Arteaga,False,False,False,True,False,False,True,False,False
angelgenao,sa3015706,,4722972,Angel Genao,False,False,False,True,False,False,True,False,False
jacobamaya,23296,676070,42106,Jacob Amaya,False,False,False,True,False,False,True,False,False
freddyzamora,sa3014500,,4298516,Freddy Zamora,False,False,False,True,False,False,True,False,False
alantrejo,20056,676701,40572,Alan Trejo,False,False,False,True,False,False,True,False,False
wanderfranco,23667,,40929,Wander Franco,False,False,False,True,False,False,True,False,False
edwinarroyo,sa3017626,,4919919,Edwin Arroyo,False,False,False,True,False,False,True,False,False
zackshort,19562,670097,36953,Zack Short,False,False,False,True,False,False,True,False,False
georgelombardjr,sa3023233,,5149070,George Lombard Jr.,False,False,False,True,False,False,True,False,False
jacksoncluff,sa3010342,,42974,Jackson Cluff,False,False,False,True,False,False,True,False,False
rodolfocastro,21987,,41532,Rodolfo Castro,False,False,False,True,False,False,True,False,False
eguyrosario,19964,666703,36745,Eguy Rosario,False,False,False,True,False,False,True,False,False
aledmysdiaz,15937,649557,33390,Aledmys Diaz,False,False,False,True,False,False,True,False,False
brandoncrawford,5343,543063,30469,Brandon Crawford,False,False,False,True,False,False,True,False,False
drewswift,sa3017281,,4424283,Drew Swift,False,False,False,True,False,False,True,False,False
luisgarcia1,sa3031942,,41257,Luis Garcia,False,False,False,True,False,False,True,False,False
edhoward,sa3014540,,4917687,Ed Howard,False,False,False,True,False,False,True,False,False
roderickarias,sa3019674,,5124108,Roderick Arias,False,False,False,True,False,False,True,False,False
welbynfrancisca,sa3021087,,5150975,Welbyn Francisca,False,False,False,True,False,False,True,False,False
cooperpratt,sa3022867,,5149101,Cooper Pratt,False,False,False,True,False,False,True,False,False
starlyncaba,sa3021070,,5150952,Starlyn Caba,False,False,False,True,False,False,True,False,False
felnincelesten,sa3023381,,5150934,Felnin Celesten,False,False,False,True,False,False,True,False,False
arjunnimmala,sa3022892,,5148966,Arjun Nimmala,False,False,False,True,False,False,True,False,False
adriansantana,sa3022890,,5149080,Adrian Santana,False,False,False,True,False,False,True,False,False
sergioalcantara,16417,,33283,Sergio Alcantara,False,False,False,True,False,False,True,False,False
daiberdelossantos,sa3023885,,5196128,Daiber De Los Santos,False,False,False,True,False,False,True,False,False
jorgequintana,sa3024107,,5196129,Jorge Quintana,False,False,False,True,False,False,True,False,False
emilmorales,sa3023887,,5196148,Emil Morales,False,False,False,True,False,False,True,False,False
joseperdomo,sa3025104,,5196153,Jose Perdomo,False,False,False,True,False,False,True,False,False
yandelricardo,sa3024305,,5196156,Yandel Ricardo,False,False,False,True,False,False,True,False,False
ashlyandujar,sa3023890,,5196157,Ashly Andujar,False,False,False,True,False,False,True,False,False
angelfeliz,sa3023892,,5196160,Angel Feliz,False,False,False,True,False,False,True,False,False
jhonnylevel,sa3023898,,5196168,Jhonny Level,False,False,False,True,False,False,True,False,False
edgarmontero,sa3024109,,5196216,Edgar Montero,False,False,False,True,False,False,True,False,False
joswalugo,sa3023894,,5196219,Joswa Lugo,False,False,False,True,False,False,True,False,False
seaverking,sa3025414,,5205764,Seaver King,False,False,False,True,False,False,True,False,False
brycerainer,sa3066592,,5218286,Bryce Rainer,False,False,False,True,False,False,True,False,False
kellonlindsey,sa3067042,,5218299,Kellon Lindsey,False,False,False,True,False,False,True,False,False
wehiwaaloy,sa3025961,,5198677,Wehiwa Aloy,False,False,False,True,False,False,True,False,False
franklinarias,sa3021845,,5273064,Franklin Arias,False,False,False,True,False,False,True,False,False
kaysoncunningham,sa3069148,,5293149,Kayson Cunningham,False,False,False,True,False,False,True,False,False
billycarlson,sa3069250,815814,5293142,Billy Carlson,False,False,False,True,False,False,True,False,False
daxkilby,sa3069080,,5293184,Dax Kilby,False,False,False,True,False,False,True,False,False
ethanholliday,sa3069100,,5293136,Ethan Holliday,False,False,False,True,False,False,True,False,False
gavinfien,sa3069166,,5293155,Gavin Fien,False,False,False,False,False,False,True,False,False
josuardejesusgonzalez,sa3067675,,5289843,Josuar De Jesus Gonzalez,False,False,False,True,False,False,True,False,False
eliwillits,sa3069164,,5293140,Eli Willits,False,False,False,True,False,False,True,False,False
aivaarquette,sa3026235,,5140737,Aiva Arquette,False,False,False,True,False,False,True,False,False
marekhouston,sa3034152,,5128689,Marek Houston,False,False,False,True,False,False,True,False,False
mattcarpenter,8090,572761,31015,Matt Carpenter,False,False,False,False,False,False,True,False,False
jdmartinez,6184,502110,31065,J.D. Martinez,False,False,False,False,False,False,True,False,False
danielvogelbach,14130,596129,32851,Daniel Vogelbach,False,False,False,False,False,False,True,False,False
